x	z
37.43862	0.03565
37.46731	0.03579
37.5319	0.03542
37.56767	0.03538
37.62511	0.03479
37.66801	0.03475
37.71846	0.03481
37.76837	0.03476
37.81177	0.03459
37.86873	0.03434
37.8842	0.03422
37.90501	0.03405
37.96907	0.0336
37.99815	0.03316
38.06939	0.03147
38.15322	0.02854
38.16967	0.02808
38.18369	0.02776
38.26998	0.02578
38.27655	0.02569
38.36298	0.02533
38.36981	0.02535
38.37033	0.02536
38.46336	0.02616
38.47072	0.02626
38.55704	0.02757
38.57111	0.02774
38.65057	0.02832
38.67149	0.02829
38.74384	0.02797
38.77184	0.02786
38.83713	0.0275
38.8722	0.02743
38.88407	0.0274
38.93052	0.02726
38.97255	0.02717
39.02392	0.0274
39.07293	0.02784
39.09275	0.0283
39.13709	0.02952
39.17335	0.0307
39.2708	0.03357
39.27377	0.03365
39.27692	0.03373
39.37418	0.03544
39.43471	0.03595
39.47455	0.03584
39.55759	0.03416
39.57486	0.03377
39.58517	0.0335
39.67517	0.03132
39.71485	0.03072
39.77112	0.03009
39.7755	0.03002
39.78064	0.02995
39.87584	0.02888
39.8839	0.02876
39.95723	0.02762
39.97617	0.02736
